$---------------------------------------------------------------
$ Program : OFSolv 1.0.3
$
$ Design 1: Blank Thickness ........ D   [mm]
$ Design 2: Blankholder Pressure ... p   [N/mm*2]
$ Design 3: Friction Coefficient ... Fr  [/]
$ Design 4: Drawbead Forces ........ db  [N/mm]
$ Design 5: Yield Strength ......... Rp  [N/mm*2]
$
$ Target 1: Thinning ............... dD  [%]
$ Target 2: Thickening ............. dT  [%]
$ Target 3: Feasibility ............ Li  [%] .... Li = [L1 - L7]
$ Target 4: SpringBack ............. SB  [mm]
$ Target 5: ComputationTime ........ CPU [HH:MM:SS]
$
$ Part Type: A,B: in-plane Dimensions, L: Length, h: Depth (Punch Stroke) 
$    0 - Test : ............................... Stripe, Cups
$    1 - Flat : A/B <= 3.0 and h/A <= 0.2 ..... Roof, Doors, Fender
$    2 - Beam : L/B >  3.0 and h/B >  0.3 ..... Pilar, Tunnel, Beams
$    3 - Deep : A/B <= 3.0 and h/B >  0.2 ..... Wheelhouse, Tank
$
$ Row Format:
$ Nr , Rp  , D  ,  p , Fr , db,  dD , dT , L1 , L2 , L3 , L4 , L5 , L6 , L7 , SB ,  CPU   ,
 163,365.0,0.60, 5.0,0.06,  0,-17.1,21.1, 0.0,33.3,31.9,34.8, 0.0, 0.0, 0.0, 0.0,00:09:15,
 164,365.0,0.60, 5.0,0.10,  0,-22.3,19.3, 0.0,31.9,31.3,35.9, 0.9, 0.0, 0.0, 0.0,00:09:09,
 165,365.0,0.60, 5.0,0.12,  0,-28.4,17.8, 0.0,31.2,29.4,34.4, 1.9, 0.0, 3.1, 0.0,00:09:11,
$
 166,365.0,0.70, 1.0,0.06,  0,-15.3,32.8, 0.0,38.5,26.9,34.6, 0.0, 0.0, 0.0, 0.0,89.7%
 167,365.0,0.70, 1.0,0.10,  0,-15.9,33.6, 0.0,37.8,27.5,34.7, 0.0, 0.0, 0.0, 0.0,89.1%
 168,365.0,0.70, 1.0,0.12,  0,-16.3,32.8, 0.0,37.8,27.4,34.8, 0.0, 0.0, 0.0, 0.0,89.6%
 169,365.0,0.70, 2.0,0.06,  0,-15.7,27.3, 0.0,34.1,31.1,34.8, 0.0, 0.0, 0.0, 0.0,00:16:37,
 170,365.0,0.70, 2.0,0.10,  0,-16.5,25.7, 0.0,33.2,31.7,35.1, 0.0, 0.0, 0.0, 0.0,00:31:46,
 171,365.0,0.70, 2.0,0.12,  0,-17.5,25.3, 0.0,32.8,31.5,35.7, 0.0, 0.0, 0.0, 0.0,00:13:08,
 172,365.0,0.70, 3.0,0.06,  0,-16.3,23.0, 0.0,33.2,31.9,35.0, 0.0, 0.0, 0.0, 0.0,00:09:21,
 173,365.0,0.70, 3.0,0.10,  0,-18.5,22.1, 0.0,32.2,31.6,36.2, 0.0, 0.0, 0.0, 0.0,00:09:17,
 174,365.0,0.70, 3.0,0.12,  0,-19.8,21.9, 0.0,32.0,30.8,37.2, 0.0, 0.0, 0.0, 0.0,00:09:30,
 175,365.0,0.70, 4.0,0.06,  0,-16.8,22.2, 0.0,32.5,32.1,35.4, 0.0, 0.0, 0.0, 0.0,00:09:37,
 176,365.0,0.70, 4.0,0.10,  0,-20.2,21.0, 0.0,31.5,31.3,37.2, 0.0, 0.0, 0.0, 0.0,00:08:54,
 177,365.0,0.70, 4.0,0.12,  0,-21.0,20.9, 0.0,31.0,30.9,38.1, 0.0, 0.0, 0.0, 0.0,00:19:49,
 178,365.0,0.70, 5.0,0.06,  0,-18.3,21.4, 0.0,32.0,32.1,35.9, 0.0, 0.0, 0.0, 0.0,00:08:24,
 179,365.0,0.70, 5.0,0.10,  0,-22.3,20.2, 0.0,30.9,30.6,37.4, 1.1, 0.0, 0.0, 0.0,00:08:50,
 180,365.0,0.70, 5.0,0.12,  0,-26.2,18.9, 0.0,30.4,29.2,37.0, 1.2, 0.0, 2.2, 0.0,00:09:14,
$
 181,365.0,0.80, 1.0,0.06,  0,-16.3,34.2, 0.0,36.5,27.6,35.9, 0.0, 0.0, 0.0, 0.0,86.1%
 182,365.0,0.80, 1.0,0.10,  0,-17.1,32.1, 0.0,37.2,26.5,36.3, 0.0, 0.0, 0.0, 0.0,90.9%
 183,365.0,0.80, 1.0,0.12,  0,-17.5,34.8, 0.0,36.5,27.0,36.5, 0.0, 0.0, 0.0, 0.0,88.6%
 184,365.0,0.80, 2.0,0.06,  0,-17.1,27.9, 0.0,32.9,30.7,36.4, 0.0, 0.0, 0.0, 0.0,00:10:02,
 185,365.0,0.80, 2.0,0.10,  0,-18.4,27.8, 0.0,32.2,30.9,36.9, 0.0, 0.0, 0.0, 0.0,00:09:20,
 186,365.0,0.80, 2.0,0.12,  0,-19.1,23.4, 0.0,31.8,30.6,37.6, 0.0, 0.0, 0.0, 0.0,00:08:38,
 187,365.0,0.80, 3.0,0.06,  0,-17.5,22.9, 0.0,32.1,31.3,36.6, 0.0, 0.0, 0.0, 0.0,00:08:57,
 188,365.0,0.80, 3.0,0.10,  0,-19.6,22.2, 0.0,31.4,31.1,37.5, 0.0, 0.0, 0.0, 0.0,00:08:34,
 189,365.0,0.80  3.0,0.12,  0,-20.6,22.2, 0.0,30.8,31.1,38.1, 0.0, 0.0, 0.0, 0.0,00:08:33,
 190,365.0,0.80, 4.0,0.06,  0,-18.1,22.4, 0.0,31.2,31.8,37.0, 0.0, 0.0, 0.0, 0.0,00:08:38,
 191,365.0,0.80, 4.0,0.10,  0,-20.6,21.6, 0.0,30.6,30.6,38.8, 0.0, 0.0, 0.0, 0.0,00:08:45,
 192,365.0,0.80, 4.0,0.12,  0,-22.7,20.8, 0.0,30.1,29.0,38.8, 2.1, 0.0, 0.0, 0.0,00:08:57,
 193,365.0,0.80, 5.0,0.06,  0,-19.3,22.0, 0.0,30.9,31.5,37.6, 0.0, 0.0, 0.0, 0.0,00:08:56,
 194,365.0,0.80, 5.0,0.10,  0,-22.8,20.5, 0.0,29.9,29.8,38.5, 1.8, 0.0, 0.0, 0.0,00:08:31,
 195,365.0,0.80, 5.0,0.12,  0,-27.2,19.8, 0.0,29.2,27.8,39.1, 0.8, 0.0, 3.1, 0.0,00:08:32,
$
 196,365.0,0.90, 1.0,0.06,  0,-17.9,33.9, 0.0,36.1,26.5,37.4, 0.0, 0.0, 0.0, 0.0,88.3%
 197,365.0,0.90, 1.0,0.10,  0,-18.6,33.1, 0.0,36.3,25.8,37.9, 0.0, 0.0, 0.0, 0.0,90.8%
 198,365.0,0.90, 1.0,0.12,  0,-19.3,31.4, 0.0,36.3,24.9,38.8, 0.0, 0.0, 0.0, 0.0,92.1%
 199,365.0,0.90, 2.0,0.06,  0,-18.7,29.8, 0.0,31.4,30.7,37.9, 0.0, 0.0, 0.0, 0.0,00:15:05,
 200,365.0,0.90, 2.0,0.10,  0,-20.0,26.0, 0.0,30.7,29.8,39.5, 0.0, 0.0, 0.0, 0.0,00:14:37,
 201,365.0,0.90, 2.0,0.12,  0,-20.7,24.2, 0.0,30.5,29.4,40.1, 0.0, 0.0, 0.0, 0.0,00:09:02,
 202,365.0,0.90, 3.0,0.06,  0,-19.3,23.1, 0.0,30.5,30.8,38.7, 0.0, 0.0, 0.0, 0.0,00:09:10,
 203,365.0,0.90, 3.0,0.10,  0,-20.9,22.1, 0.0,30.2,29.6,40.2, 0.0, 0.0, 0.0, 0.0,00:08:36,
 204,365.0,0.90, 3.0,0.12,  0,-21.9,22.3, 0.0,29.9,29.1,40.0, 1.0, 0.0, 0.0, 0.0,00:09:13,
 205,365.0,0.90, 4.0,0.06,  0,-19.7,22.5, 0.0,30.1,30.8,39.1, 0.0, 0.0, 0.0, 0.0,00:08:37,
 206,365.0,0.90, 4.0,0.10,  0,-22.1,21.7, 0.0,29.6,28.7,40.1, 1.6, 0.0, 0.0, 0.0,00:09:02,
 207,365.0,0.90, 4.0,0.12,  0,-23.9,21.1, 0.0,29.2,27.4,39.8, 2.5, 0.0, 1.1, 0.0,00:08:55,
 208,365.0,0.90, 5.0,0.06,  0,-20.3,22.0, 0.0,29.7,30.5,39.8, 0.0, 0.0, 0.0, 0.0,00:09:04,
 209,365.0,0.90, 5.0,0.10,  0,-24.2,20.6, 0.0,28.8,27.6,39.9, 2.1, 0.0, 1.6, 0.0,00:08:37,
 210,365.0,0.90, 5.0,0.12,  0,-28.1,20.1, 0.0,28.3,26.2,40.9, 1.0, 0.0, 3.6, 0.0,00:12:45,
$
 211,365.0,1.00, 1.0,0.06,  0,-19.4,23.4, 0.0,28.8,30.7,40.5, 0.0, 0.0, 0.0, 0.0,00:09:23,
 212,365.0,1.00, 1.0,0.10,  0,-20.3,23.0, 0.0,28.5,29.6,41.9, 0.0, 0.0, 0.0, 0.0,00:09:46,
 213,365.0,1.00, 1.0,0.12,  0,-20.9,35.8, 0.0,30.5,27.1,42.4, 0.0, 0.0, 0.0, 0.0,99.7%
 214,365.0,1.00, 2.0,0.06,  0,-19.7,28.3, 0.0,28.6,30.4,41.0, 0.0, 0.0, 0.0, 0.0,00:09:41,
 215,365.0,1.00, 2.0,0.10,  0,-21.4,25.9, 0.0,28.4,28.9,42.7, 0.0, 0.0, 0.0, 0.0,00:10:41,
 216,365.0,1.00, 2.0,0.12,  0,-22.1,25.2, 0.0,28.2,27.5,41.9, 2.4, 0.0, 0.0, 0.0,00:09:37,
 217,365.0,1.00, 3.0,0.06,  0,-20.7,22.9, 0.0,28.1,30.1,41.8, 0.0, 0.0, 0.0, 0.0,00:08:44,
 218,365.0,1.00, 3.0,0.10,  0,-21.9,22.3, 0.0,27.7,27.8,42.0, 2.5, 0.0, 0.0, 0.0,00:08:35,
 219,365.0,1.00, 3.0,0.12,  0,-23.9,21.6, 0.0,27.6,27.1,41.4, 2.2, 0.0, 1.7, 0.0,00:08:44,
 220,365.0,1.00, 4.0,0.06,  0,-20.9,22.3, 0.0,27.8,29.5,42.7, 0.0, 0.0, 0.0, 0.0,00:08:52,
 221,365.0,1.00, 4.0,0.10,  0,-23.1,21.8, 0.0,27.3,27.4,41.5, 3.8, 0.0, 0.0, 0.0,00:09:05,
 222,365.0,1.00, 4.0,0.12,  0,-25.8,21.6, 0.0,27.1,26.4,42.1, 1.2, 0.0, 3.2, 0.0,00:09:02,
 223,365.0,1.00, 5.0,0.06,  0,-21.3,22.3, 0.0,27.3,29.0,43.6, 0.1, 0.0, 0.0, 0.0,00:09:06,
 224,365.0,1.00, 5.0,0.10,  0,-25.3,21.0, 0.0,26.9,26.6,42.1, 1.3, 0.0, 3.1, 0.0,00:08:43,
 225,365.0,1.00, 5.0,0.12,  0,-30.1,19.8, 0.0,26.6,25.8,40.5, 2.7, 0.0, 4.4, 0.0,00:08:59,
$---------------------------------------------------------------
$---- Part: Wheelhouse Adapter Simulation: RadhausAdapter   ----
$---- Type: 3, A/B = 1.5, h/B = 0.25,  Complexity: 15 %     ----
$---- CPUs: 4 i7-4810MQ @ 2.80GHz (xray)                    ----
$---------------------------------------------------------------
$---- D  = 1.30, 1.40, 1.50 [mm]
$---- p  = 0.50, 0.70, 0.90 [N/mm*2]
$---- Fr = 0.06, 0.09       [/]
$---- db =   0 [N/mm]                  
$---- Rp = 220 [N/mm*2] (ZStE180: 210000,0.30,217.0,17.0,333.0,1.20)
$---- Rp = 260 [N/mm*2] (ZStE260: 210000,0.30,270.0,18.0,387.0,1.20)
$---- Rp = 300 [N/mm*2] (ZStE300: 210000,0.30,347.0,16.0,452.0,1.20)
$---- Rp = 420 [N/mm*2] (ZStE420: 210000,0.30,429.0,14.0,546.0,1.20)
$---------------------------------------------------------------
$
$ Rp=220 [N/mm*2] -------------
 226,220.0,1.30, 0.5,0.06,  0,-12.3,17.8, 0.4,45.3,26.9,27.4, 0.0, 0.0, 0.0, 1.3,00:41:11,
 227,220.0,1.30, 0.5,0.09,  0,-10.9,15.0, 0.2,44.0,28.0,27.8, 0.0, 0.0, 0.0, 1.3,01:00:41,
 228,220.0,1.30, 0.7,0.06,  0,-13.0,17.7, 0.2,43.0,28.2,28.6, 0.0, 0.0, 0.0, 1.3,00:59:07,
 229,220.0,1.30, 0.7,0.09,  0,-11.1,14.7, 0.1,40.9,29.8,29.2, 0.0, 0.0, 0.0, 1.2,01:08:51,
 230,220.0,1.30, 0.9,0.06,  0,-12.6,17.3, 0.1,41.5,29.5,28.9, 0.0, 0.0, 0.0, 1.3,01:03:34,
 231,220.0,1.30, 0.9,0.09,  0,-11.3,14.5, 0.1,38.5,31.2,30.2, 0.0, 0.0, 0.0, 1.3,01:10:42,
 232,220.0,1.40, 0.5,0.06,  0,-12.7,16.5, 0.3,43.6,27.5,28.6, 0.0, 0.0, 0.0, 1.0,00:45:03,
 233,220.0,1.40, 0.5,0.09,  0,-11.6,14.1, 0.2,41.9,28.7,29.2, 0.0, 0.0, 0.0, 1.1,01:00:16,
 234,220.0,1.40, 0.7,0.06,  0,-12.8,16.7, 0.2,41.3,28.6,29.9, 0.0, 0.0, 0.0, 1.0,01:08:52,
 235,220.0,1.40, 0.7,0.09,  0,-11.6,13.7, 0.2,39.2,30.3,30.3, 0.0, 0.0, 0.0, 1.0,00:52:43,
 236,220.0,1.40, 0.9,0.06,  0,-13.4,16.1, 0.1,39.6,29.7,30.6, 0.0, 0.0, 0.0, 1.0,00:48:55,
 237,220.0,1.40, 0.9,0.09,  0,-12.0,13.7, 0.1,36.7,31.5,31.7, 0.0, 0.0, 0.0, 1.1,00:58:31,
 238,220.0,1.50, 0.5,0.06,  0,-12.7,12.5, 0.3,41.6,28.1,30.0, 0.0, 0.0, 0.0, 0.6,00:48:31,
 239,220.0,1.50, 0.5,0.09,  0,-12.2,10.6, 0.2,39.7,29.5,30.6, 0.0, 0.0, 0.0, 0.6,01:03:12,
 240,220.0,1.50, 0.7,0.06,  0,-13.2,11.5, 0.2,39.0,29.6,31.2, 0.0, 0.0, 0.0, 0.7,00:55:27,
 241,220.0,1.50, 0.7,0.09,  0,-12.4,10.5, 0.1,36.9,30.7,32.3, 0.0, 0.0, 0.0, 0.6,01:02:38,
 242,220.0,1.50, 0.9,0.06,  0,-13.4,12.9, 0.2,36.6,31.3,31.9, 0.0, 0.0, 0.0, 0.6,00:52:39,
 243,220.0,1.50, 0.9,0.09,  0,-12.6,10.4, 0.1,34.2,32.3,33.4, 0.0, 0.0, 0.0, 0.8,00:57:19,
$
$ Rp=260 [N/mm*2] -------------
 244,260.0,1.30, 0.5,0.06,  0,-10.7,17.4, 0.6,46.4,27.9,25.1, 0.0, 0.0, 0.0, 1.6,00:56:41,
 245,260.0,1.30, 0.5,0.09,  0,-10.7,15.7, 0.4,45.5,28.2,25.9, 0.0, 0.0, 0.0, 1.8,01:10:10,
 246,260.0,1.30, 0.7,0.06,  0,-11.7,18.7, 0.3,44.4,29.0,26.3, 0.0, 0.0, 0.0, 1.8,00:59:52,
 247,260.0,1.30, 0.7,0.09,  0,-11.3,15.5, 0.2,42.9,30.0,26.9, 0.0, 0.0, 0.0, 1.8,00:47:40,
 248,260.0,1.30, 0.9,0.06,  0,-12.1,18.4, 0.2,43.7,29.5,26.6, 0.0, 0.0, 0.0, 1.7,00:46:48,
 249,260.0,1.30, 0.9,0.09,  0,-11.5,15.1, 0.1,40.8,31.4,27.7, 0.0, 0.0, 0.0, 1.8,01:02:06,
 250,260.0,1.40, 0.5,0.06,  0,-11.9,17.6, 0.8,45.3,27.9,26.0, 0.0, 0.0, 0.0, 1.3,00:47:28,
 251,260.0,1.40, 0.5,0.09,  0,-11.9,14.5, 0.4,44.6,28.1,26.9, 0.0, 0.0, 0.0, 1.4,00:56:12,
 252,260.0,1.40, 0.7,0.06,  0,-12.7,17.4, 0.4,43.1,29.3,27.2, 0.0, 0.0, 0.0, 1.5,00:52:05,
 253,260.0,1.40, 0.7,0.09,  0,-11.7,14.7, 0.2,41.5,30.3,28.0, 0.0, 0.0, 0.0, 1.5,00:40:28,
 254,260.0,1.40, 0.9,0.06,  0,-11.9,17.5, 0.1,41.8,30.1,28.0, 0.0, 0.0, 0.0, 1.5,00:39:11,
 255,260.0,1.40, 0.9,0.09,  0,-11.5,14.4, 0.1,38.6,32.4,28.9, 0.0, 0.0, 0.0, 1.4,00:56:19,
 256,260.0,1.50, 0.5,0.06,  0,-12.7,11.6, 0.5,43.4,29.2,26.9, 0.0, 0.0, 0.0, 0.9,00:34:10,
 257,260.0,1.50, 0.5,0.09,  0,-12.1,10.6, 0.3,41.9,29.4,28.4, 0.0, 0.0, 0.0, 0.9,01:31:23,
 258,260.0,1.50, 0.7,0.06,  0,-13.3,11.6, 0.4,40.6,30.4,28.6, 0.0, 0.0, 0.0, 0.9,00:54:52,
 259,260.0,1.50, 0.7,0.09,  0,-12.3,10.4, 0.2,39.3,31.2,29.3, 0.0, 0.0, 0.0, 1.1,00:52:14,
 260,260.0,1.50, 0.9,0.06,  0,-13.4,12.0, 0.2,39.0,31.6,29.2, 0.0, 0.0, 0.0, 1.0,00:41:59,
 261,260.0,1.50, 0.9,0.09,  0,-12.5,10.3, 0.2,36.8,32.8,30.2, 0.0, 0.0, 0.0, 1.0,00:46:57,
$
$ Rp=300 [N/mm*2] -------------
 262,300.0,1.30, 0.5,0.06,  0,-11.4,21.4, 1.1,48.8,23.9,26.2, 0.0, 0.0, 0.0, 2.0,00:46:34,
 263,300.0,1.30, 0.5,0.09,  0,-11.5,16.2, 0.9,48.4,24.3,26.4, 0.0, 0.0, 0.0, 2.1,00:58:30,
 264,300.0,1.30, 0.7,0.06,  0,-11.3,17.9, 0.8,46.4,25.5,27.3, 0.0, 0.0, 0.0, 2.1,01:00:05,
 265,300.0,1.30, 0.7,0.09,  0,-11.5,15.4, 0.7,45.1,26.6,27.6, 0.0, 0.0, 0.0, 2.1,00:42:38,
 266,300.0,1.30, 0.9,0.06,  0,-10.9,18.7, 0.5,45.0,26.6,27.9, 0.0, 0.0, 0.0, 2.0,00:39:03,
 267,300.0,1.30, 0.9,0.09,  0,-11.6,15.0, 0.7,43.1,27.9,28.3, 0.0, 0.0, 0.0, 2.0,00:54:28,
 268,300.0,1.40, 0.5,0.06,  0,-11.9,17.7, 0.8,47.6,25.1,26.5, 0.0, 0.0, 0.0, 1.6,00:53:00,
 269,300.0,1.40, 0.5,0.09,  0,-11.5,15.5, 1.0,47.0,25.3,26.7, 0.0, 0.0, 0.0, 1.6,01:11:34,
 270,300.0,1.40, 0.7,0.06,  0,-12.0,16.6, 0.8,45.2,25.9,28.1, 0.0, 0.0, 0.0, 1.8,00:49:16,
 271,300.0,1.40, 0.7,0.09,  0,-11.6,15.0, 0.9,43.2,27.2,28.7, 0.0, 0.0, 0.0, 1.9,00:38:41,
 272,300.0,1.40, 0.9,0.06,  0,-12.2,16.7, 0.5,43.0,27.5,29.0, 0.0, 0.0, 0.0, 1.8,00:44:37,
 273,300.0,1.40, 0.9,0.09,  0,-11.9,14.1, 0.8,41.1,28.6,29.5, 0.0, 0.0, 0.0, 1.8,00:57:38,
 274,300.0,1.50, 0.5,0.06,  0,-12.8,12.6, 0.8,44.5,26.6,28.1, 0.0, 0.0, 0.0, 1.2,00:49:29
 275,300.0,1.50, 0.5,0.09,  0,-12.1,11.4, 1.0,43.5,26.9,28.6, 0.0, 0.0, 0.0, 1.1,01:46:19,
 276,300.0,1.50, 0.7,0.06,  0,-12.9,10.9, 0.7,42.8,27.0,29.5, 0.0, 0.0, 0.0, 1.5,00:34:44,
 277,300.0,1.50, 0.7,0.09,  0,-12.2,11.0, 0.9,40.8,28.4,29.9, 0.0, 0.0, 0.0, 1.3,00:49:24,
 278,300.0,1.50, 0.9,0.06,  0,-13.3,11.8, 0.7,41.0,27.9,30.4, 0.0, 0.0, 0.0, 1.3,00:37:51,
 279,300.0,1.50, 0.9,0.09,  0,-12.0,11.0, 0.8,38.7,29.6,30.9, 0.0, 0.0, 0.0, 1.3,00:46:22,
$
$ Rp=420 [N/mm*2] -------------
 280,420.0,1.30, 0.5,0.06,  0,-11.3,19.0, 1.6,51.5,23.4,23.5, 0.0, 0.0, 0.0, 2.5,01:01:59,
 281,420.0,1.30, 0.5,0.09,  0,-11.3,16.5, 1.4,51.1,22.9,24.6, 0.0, 0.0, 0.0, 2.4,01:20:02,
 282,420.0,1.30, 0.7,0.06,  0,-11.2,18.7, 1.4,48.2,25.2,25.2, 0.0, 0.0, 0.0, 2.5,00:49:18,
 283,420.0,1.30, 0.7,0.09,  0,-11.7,15.7, 1.0,47.4,25.5,26.1, 0.0, 0.0, 0.0, 2.6,00:55:38,
 284,420.0,1.30, 0.9,0.06,  0,-11.7,19.1, 0.9,47.2,25.9,26.0, 0.0, 0.0, 0.0, 2.5,00:34:05,
 285,420.0,1.30, 0.9,0.09,  0,-11.6,15.7, 0.9,45.6,26.7,26.8, 0.0, 0.0, 0.0, 2.6,00:43:09,
 286,420.0,1.40, 0.5,0.06,  0,-11.3,16.8, 1.6,50.3,23.8,24.3, 0.0, 0.0, 0.0, 2.1,00:56:00,
 287,420.0,1.40, 0.5,0.09,  0,-11.3,14.7, 1.0,51.1,22.3,25.6, 0.0, 0.0, 0.0, 7.4,96.3%
 288,420.0,1.40, 0.7,0.06,  0,-11.7,16.7, 1.1,47.2,25.6,26.1, 0.0, 0.0, 0.0, 2.3,01:00:23,
 289,420.0,1.40, 0.7,0.09,  0,-11.6,15.1, 1.1,46.2,26.3,26.4, 0.0, 0.0, 0.0, 2.2,00:39:53,
 290,420.0,1.40, 0.9,0.06,  0,-11.7,17.2, 0.8,45.4,26.6,27.2, 0.0, 0.0, 0.0, 2.2,00:41:06,
 291,420.0,1.40, 0.9,0.09,  0,-11.8,14.6, 1.1,43.5,27.8,27.6, 0.0, 0.0, 0.0, 2.3,00:29:52,
 292,420.0,1.50, 0.5,0.06,  0,-12.3,11.4, 1.1,47.7,25.7,25.5, 0.0, 0.0, 0.0, 1.6,01:11:40,
 293,420.0,1.50, 0.5,0.09,  0,-12.3,11.9, 1.3,47.4,25.3,26.0, 0.0, 0.0, 0.0, 1.7,01:16:16,
 294,420.0,1.50, 0.7,0.06,  0,-12.8,11.2, 1.0,44.8,27.1,27.1, 0.0, 0.0, 0.0, 1.9,00:35:38,
 295,420.0,1.50, 0.7,0.09,  0,-11.9,11.2, 1.1,44.3,26.9,27.7, 0.0, 0.0, 0.0, 1.7,00:47:36,
 296,420.0,1.50, 0.9,0.06,  0,-12.9,11.3, 0.8,42.6,28.3,28.3, 0.0, 0.0, 0.0, 1.7,00:56:56,
 297,420.0,1.50, 0.9,0.09,  0,-12.0,10.7, 1.2,41.1,29.1,28.6, 0.0, 0.0, 0.0, 2.1,00:32:05,
$---------------------------------------------------------------
$---- Part: Cross Beam         Simulation: Quertraeger      ----
$---- Type: 2, A/B = 5.6, h/B = 0.30,  Complexity: 20 %     ----
$---- CPUs: 6 Xeon W3680  @ 3.33GHz (pauli)                 ----
$---------------------------------------------------------------
$---- D  = 1.60             [mm]
$---- p  = 3.00, 6.00,12.00 [N/mm*2]
$---- Fr = 0.06, 0.10       [/]
$---- db =   80,  100,  120 [N/mm]
$---- Rp = 140 [N/mm*2] (NG5754:  210000,0.30,140.0,12.0,228.0,0.75)
$---- Rp = 165 [N/mm*2] (DX54:    195000,0.33,165.0,21.0,291.0,1.84)
$---- Rp = 325 [N/mm*2] (1.4828:  210000,0.30,325.0,57.0,639.0,1.00)
$---------------------------------------------------------------
$
$ Rp=140 [N/mm*2] -------------
 298,140.0,1.60, 3.0,0.06, 80,-44.1, 3.5, 9.0,20.4,23.2,46.5, 0.3, 0.0, 0.6, 0.0,07:38:33,
 299,140.0,1.60, 3.0,0.06,100,-52.1, 3.3, 9.1,17.9,21.8,50.2, 0.2, 0.0, 0.8, 0.0,06:52:20,
 300,140.0,1.60, 3.0,0.06,120,-61.2, 3.1, 9.5,16.7,20.1,52.5, 0.3, 0.0, 0.9, 0.0,06:24:01,
 301,140.0,1.60, 6.0,0.06, 80,-44.0, 3.3, 8.8,19.7,23.4,47.2, 0.3, 0.0, 0.6, 0.0,04:48:55,
 302,140.0,1.60, 6.0,0.06,100,-51.2, 3.2, 8.7,18.6,21.2,50.5, 0.2, 0.0, 0.8, 0.0,04:51:34,
 303,140.0,1.60, 6.0,0.06,120,-59.0, 3.6, 9.2,17.1,19.6,52.9, 0.3, 0.0, 0.9, 0.0,04:32:12,
 304,140.0,1.60,12.0,0.06, 80,-42.9, 3.4, 8.9,18.4,24.3,47.4, 0.3, 0.0, 0.6, 0.0,07:51:23,
 305,140.0,1.60,12.0,0.06,100,-50.6, 3.1, 8.7,17.2,22.4,50.6, 0.3, 0.0, 0.8, 0.0,07:01:56,
 306,140.0,1.60,12.0,0.06,120,-59.8, 3.1, 9.2,15.1,21.2,53.3, 0.3, 0.0, 0.9, 0.0,06:02:41,
 307,140.0,1.60, 3.0,0.10, 80,-76.9, 3.0, 9.9,14.4,18.6,55.8, 0.3, 0.0, 1.0, 0.0,08:29:48,
 308,140.0,1.60, 3.0,0.10,100,-84.7, 3.0,10.4,13.2,16.7,58.1, 0.4, 0.0, 1.2, 0.0,08:21:58,
 309,140.0,1.60, 3.0,0.10,120,-88.6, 3.0,10.6,11.8,15.2,60.5, 0.4, 0.0, 1.5, 0.0,11:08:08,
 310,140.0,1.60, 6.0,0.10, 80,-94.8, 5.9, 9.6,10.8,18.2,59.5, 0.4, 0.0, 1.5, 0.0,09:56:40,
 311,140.0,1.60, 6.0,0.10,100,-95.4, 6.4, 9.7, 8.9,17.2,61.7, 0.6, 0.0, 1.9, 0.0,09:49:37,
 312,140.0,1.60, 6.0,0.10,120,-96.8, 6.0,10.5, 8.2,16.2,62.0, 0.8, 0.0, 2.3, 0.0,08:30:25,
 313,140.0,1.60,12.0,0.10, 80,-97.2, 2.9,10.1, 4.0,17.4,64.6, 0.6, 0.0, 3.3, 0.0,08:32:10, 
 314,140.0,1.60,12.0,0.10,100,-97.5, 2.0,10.1, 3.4,17.6,64.0, 0.7, 0.0, 4.2, 0.0,07:31:34,
 315,140.0,1.60,12.0,0.10,120,-99.0, 3.5,10.7, 3.8,18.7,56.8, 0.5, 0.0, 9.5, 0.0,16:36:40,
$
$ Rp=165 [N/mm*2] -------------
 316,165.0,1.60, 3.0,0.06, 80,-19.5, 3.1, 7.2,19.1,17.6,56.1, 0.0, 0.0, 0.0, 0.0,06:02:34,
 317,165.0,1.60, 3.0,0.06,100,-20.4, 3.1, 7.0,17.5,16.9,58.5, 0.0, 0.0, 0.0, 0.0,05:19:32,
 318,165.0,1.60, 3.0,0.06,120,-21.2, 3.0, 7.0,16.1,16.4,60.5, 0.0, 0.0, 0.0, 0.0,05:02:52,
 319,165.0,1.60, 6.0,0.06, 80,-23.5, 3.0, 7.3,15.0,17.3,60.4, 0.0, 0.0, 0.0, 0.0,05:24:43,
 320,165.0,1.60, 6.0,0.06,100,-24.7, 3.0, 7.3,14.0,16.5,62.2, 0.0, 0.0, 0.0, 0.0,05:30:38,
 321,165.0,1.60, 6.0,0.06,120,-26.0, 2.9, 7.2,13.2,15.8,63.8, 0.0, 0.0, 0.0, 0.0,05:06:59,
 322,165.0,1.60,12.0,0.06, 80,-31.2, 2.9, 6.9, 9.2,17.7,66.0, 0.0, 0.2, 0.0, 0.0,04:49:23,
 323,165.0,1.60,12.0,0.06,100,-33.7, 2.8, 6.6, 8.1,17.1,68.0, 0.0, 0.2, 0.0, 0.0,04:40:38,
 324,165.0,1.60,12.0,0.06,120,-48.7, 2.6, 3.8, 1.9,17.0,77.0, 0.0, 0.2, 0.1, 0.0,04:14:34,
 325,165.0,1.60, 3.0,0.10, 80,-21.7, 3.1, 7.4,16.0,16.5,60.1, 0.0, 0.0, 0.0, 0.0,05:23:49,
 326,165.0,1.60, 3.0,0.10,100,-22.2, 2.9, 7.7,14.7,15.3,62.3, 0.0, 0.0, 0.0, 0.0,05:13:52,
